period;Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;17;6;0;2;15;30;16;15;0;1;0;0;3;9;3;209;70;35;3;1;0;0;1;4;0;;112.994;17;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;1;8;0;8;1;1
32;17;6;0;2;15;30;16;15;0;1;0;0;3;9;3;209;70;35;4;1;0;0;1;4;0;;112.994;14.1;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;1;8;0;8;1;1
35;17;5;0.999;2;16;30;16;15;0;1;15.001;1;3;9;3;209;69;35;2;2;0;1;0;4;0;;98.992;29.101;7.5;14.53125;12.26667;0.53125;;22.501;;1;1;1;0;;1;1;2;8;0;8;1;1
18;17;6;0;2;16;30;16;15;0;0;0;0;3;9;3;209;70;35;3;2;0;1;0;2;1;;60.999;20;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;8;0;8;1;1
50;17;6;16;2;16;30;16;15;0;1;0;1;3;9;3;209;70;35;1;2;0;1;0;5;0;0;104.931;0;7.5;14.53125;12.26667;0.53125;;7.5;;1;1;0;0;;0;1;0;8;0;8;1;1
33;17;6;0;2;30;30;16;15;1;1;;0;3;9;3;209;70;35;4;3;1;0;0;4;0;;112.994;;;14.53125;12.26667;;;;;0;0;;0;;;1;1;8;0;8;1;1
40;17;6;0.999;2;16;30;16;15;0;1;15.001;1;3;9;3;209;70;35;1;2;0;1;0;4;0;;128.988;25.001;7.5;14.53125;12.26667;0.53125;;22.501;;1;1;1;0;;1;1;2;8;0;8;1;1
25;17;6;-3.001;2;16;30;16;15;0;1;3.001;0;3;9;3;209;70;35;3;2;0;1;0;3;1;;98.995;17.901;7.5;14.53125;12.26667;0.53125;;10.501;;1;1;0;0;;0;1;2;8;0;8;1;1
8;17;5;0;2;15;30;16;15;0;0;0;0;3;9;3;209;69;35;5;1;0;0;1;1;1;1;66.999;16.002;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;1
1;17;5;-17;2;30;30;16;15;0;0;17;0;3;9;3;209;69;35;1;3;1;0;0;1;1;1;83;46;8;12.26667;12.26667;0.7333333;37;;1;0;1;1;0;1;;14;2;8;0;8;1;1
9;17;6;-1;2;15;30;16;15;0;1;1;0;3;9;3;209;70;35;1;1;0;0;1;1;1;1;65.999;16;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;8;0;8;1;1
22;17;6;0;2;16;30;16;15;0;0;0;0;3;9;3;209;70;35;5;2;0;1;0;3;1;;87.997;20.001;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;1
42;17;5;-16.001;2;30;30;16;15;0;0;16.001;0;3;9;3;209;69;35;2;3;1;0;0;5;0;0;97.98601;35.101;8;12.26667;12.26667;0.7333333;27.1;;1;0;1;1;0;1;;14;3;8;0;8;1;1
29;17;5;0;2;16;30;16;15;0;0;0;0;3;9;3;209;69;35;2;2;0;1;0;3;0;;112.994;34;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;1
12;17;5;0;2;30;30;16;15;1;1;;0;3;9;3;209;69;35;6;3;1;0;0;2;1;;60.999;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;8;0;8;1;1
43;17;5;0;2;16;30;16;15;0;0;0;0;3;9;3;209;69;35;2;2;0;1;0;5;0;0;97.98601;37;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;1
19;17;5;0;2;30;30;16;15;1;1;;0;3;9;3;209;69;35;1;3;1;0;0;2;1;;60.999;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;8;0;8;1;1
5;17;5;0;2;16;30;16;15;0;0;0;0;3;9;3;209;69;35;1;2;0;1;0;1;1;1;83;20.1;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;1
46;17;6;0;2;30;30;16;15;1;1;;0;3;9;3;209;70;35;6;3;1;0;0;5;0;0;97.98601;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;8;0;8;1;1
6;17;5;0;2;15;30;16;15;0;0;0;0;3;9;3;209;69;35;5;1;0;0;1;1;1;1;83;2;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;8;0;8;1;1
45;17;6;0;2;15;30;16;15;0;0;0;0;3;9;3;209;70;35;6;1;0;0;1;5;0;0;97.98601;34.1;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;1
47;17;5;-9.055;2;16;30;16;15;0;1;9.055;0;3;9;3;209;69;35;1;2;0;1;0;5;0;0;88.93101;24.075;7.5;14.53125;12.26667;0.53125;;16.555;;1;1;0;0;;0;1;2;8;0;8;1;1
3;17;5;0;2;15;30;16;15;0;0;0;0;3;9;3;209;69;35;6;1;0;0;1;1;1;1;83;16.5;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;1
38;17;5;0.999;2;16;30;16;15;0;1;15.001;1;3;9;3;209;69;35;6;2;0;1;0;4;0;;113.99;15.001;7.5;14.53125;12.26667;0.53125;;22.501;;1;1;1;0;;1;1;1;8;0;8;1;1
13;17;6;0;2;15;30;16;15;0;0;0;0;3;9;3;209;70;35;4;1;0;0;1;2;1;;60.999;20.001;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;1
49;17;6;0;2;30;30;16;15;1;1;;0;3;9;3;209;70;35;2;3;1;0;0;5;0;0;88.93101;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;8;0;8;1;1
26;17;6;0;2;30;30;16;15;1;1;;0;3;9;3;209;70;35;1;3;1;0;0;3;0;;98.995;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;8;0;8;1;1
28;17;5;13.999;2;30;30;16;15;0;0;16.001;1;3;9;3;209;69;35;6;3;1;0;0;3;0;;112.994;16.001;8;12.26667;12.26667;0.7333333;8;;1;0;1;1;0;1;;14;1;8;0;8;1;1
39;17;5;13.999;2;30;30;16;15;0;0;16.001;1;3;9;3;209;69;35;5;3;1;0;0;4;0;;127.989;16.001;8;12.26667;12.26667;0.7333333;8;;1;0;1;1;0;1;;14;1;8;0;8;1;1
44;17;6;0;2;30;30;16;15;1;1;;0;3;9;3;209;70;35;2;3;1;0;0;5;0;0;97.98601;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;8;0;8;1;1
41;17;5;-15.001;2;16;30;16;15;0;1;15.001;0;3;9;3;209;69;35;2;2;0;1;0;5;0;0;113.987;31.001;7.5;14.53125;12.26667;0.53125;;22.501;;1;1;1;0;;1;1;2;8;0;8;1;1
37;17;5;13.999;2;30;30;16;15;0;0;16.001;1;3;9;3;209;69;35;2;3;1;0;0;4;0;;112.991;21.002;8;12.26667;12.26667;0.7333333;13.001;;1;0;1;1;0;1;;14;3;8;0;8;1;1
16;17;5;0;2;15;30;16;15;0;0;0;0;3;9;3;209;69;35;4;1;0;0;1;2;1;;60.999;21.2;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;1
12;18;6;1.5;3;16;30;16;15;0;1;14.5;1;4;9;3;210;70;35;5;2;0;1;0;2;1;;157.602;17.5;7.5;14.53125;12.26667;0.53125;;22;;1;1;0;0;;0;1;2;8;0;8;1;1
34;18;5;0;3;15;30;16;15;0;1;0;0;4;9;3;210;69;35;2;1;0;0;1;4;0;;152;15;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;1;8;0;8;1;1
22;18;5;-4;3;15;30;16;15;0;0;4;0;4;9;3;210;69;35;1;1;0;0;1;3;1;;178.502;22.001;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;3;8;0;8;1;1
29;18;6;0;3;15;30;16;15;0;0;0;0;4;9;3;210;70;35;4;1;0;0;1;3;0;;164;26.101;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;1
30;18;5;0;3;15;30;16;15;0;0;0;0;4;9;3;210;69;35;4;1;0;0;1;3;0;;164;10.1;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;8;0;8;1;1
41;18;6;-13;3;16;30;16;15;0;1;13;0;4;9;3;210;70;35;1;2;0;1;0;5;0;0;139.5;28.01;7.5;14.53125;12.26667;0.53125;;20.5;;1;1;0;0;;0;1;2;8;0;8;1;1
46;18;5;0;3;15;30;16;15;0;1;0;0;4;9;3;210;69;35;2;1;0;0;1;5;0;0;122.5;3.9;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;1;8;0;8;1;1
28;18;5;0;3;16;30;16;15;0;0;0;0;4;9;3;210;69;35;5;2;0;1;0;3;0;;164;16.001;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;8;0;8;1;1
13;18;5;14;3;30;30;16;15;0;0;16;1;4;9;3;210;69;35;5;3;1;0;0;2;1;;171.602;19.141;8;12.26667;12.26667;0.7333333;11.141;;1;0;1;1;1;1;;14;2;8;0;8;1;1
43;18;6;0;3;16;30;16;15;0;0;0;0;4;9;3;210;70;35;6;2;0;1;0;5;0;0;139.5;20.001;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;1
47;18;6;0;3;30;30;16;15;1;1;;0;4;9;3;210;70;35;2;3;1;0;0;5;0;0;122.5;;;14.53125;12.26667;;;;;0;0;;0;;;1;1;8;0;8;1;1
7;18;6;14.3;3;30;30;16;15;0;0;15.7;1;4;9;3;210;70;35;5;3;1;0;0;1;1;1;151.102;16.7;8;12.26667;12.26667;0.7333333;9;;1;0;1;0;1;0;;14;2;8;0;8;1;1
38;18;6;-1;3;15;30;16;15;0;1;16;1;4;9;3;210;70;35;2;1;0;0;1;4;0;;167;31.2;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;8;0;8;1;1
5;18;6;14.3;3;30;30;16;15;0;0;15.7;1;4;9;3;210;70;35;5;3;1;0;0;1;1;1;136.802;16.7;8;12.26667;12.26667;0.7333333;9;;1;0;1;0;1;0;;14;2;8;0;8;1;1
8;18;6;0;3;15;30;16;15;0;0;0;0;4;9;3;210;70;35;6;1;0;0;1;1;1;1;151.102;5;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;1
40;18;5;-14.5;3;16;30;16;15;0;1;14.5;0;4;9;3;210;69;35;2;2;0;1;0;4;0;;152.5;30.6;7.5;14.53125;12.26667;0.53125;;22;;1;1;0;0;;0;1;2;8;0;8;1;1
4;18;5;1.5;3;16;30;16;15;0;1;14.5;1;4;9;3;210;69;35;6;2;0;1;0;1;1;1;122.502;14.5;7.5;14.53125;12.26667;0.53125;;22;;1;1;0;0;;0;1;1;8;0;8;1;1
20;18;6;0;3;15;30;16;15;0;1;0;0;4;9;3;210;70;35;1;1;0;0;1;2;1;;192.502;3.001;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;1;8;0;8;1;1
32;18;5;-13.5;3;16;30;16;15;0;1;13.5;0;4;9;3;210;69;35;6;2;0;1;0;4;0;;152;29.5;7.5;14.53125;12.26667;0.53125;;21;;1;1;0;0;;0;1;2;8;0;8;1;1
39;18;5;0;3;15;30;16;15;0;0;0;0;4;9;3;210;69;35;2;1;0;0;1;4;0;;167;16.001;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;8;0;8;1;1
10;18;6;7;3;16;30;16;15;0;1;9;1;4;9;3;210;70;35;5;2;0;1;0;1;1;1;164.102;14;7.5;14.53125;12.26667;0.53125;;16.5;;1;1;0;0;;0;1;2;8;0;8;1;1
42;18;6;0;3;16;30;16;15;0;0;0;0;4;9;3;210;70;35;3;2;0;1;0;5;0;0;139.5;12.001;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;1
21;18;5;-10;3;15;30;16;15;0;0;10;0;4;9;3;210;69;35;3;1;0;0;1;3;1;;182.502;30.001;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;3;8;0;8;1;1
24;18;6;-16.002;3;30;30;16;15;0;0;16.002;0;4;9;3;210;70;35;4;3;1;0;0;3;1;;163;52.003;8;12.26667;12.26667;0.7333333;44.001;;1;0;1;1;0;1;;14;3;8;0;8;1;1
37;18;6;13;3;30;30;16;15;0;0;17;1;4;9;3;210;70;35;5;3;1;0;0;4;0;;168;37.001;8;12.26667;12.26667;0.7333333;28.001;;1;0;1;1;0;1;;14;3;8;0;8;1;1
18;18;6;0;3;15;30;16;15;0;0;0;0;4;9;3;210;70;35;4;1;0;0;1;2;1;;192.502;20;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;8;0;8;1;1
44;18;5;0;3;15;30;16;15;0;1;0;0;4;9;3;210;69;35;1;1;0;0;1;5;0;0;139.5;10;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;1;8;0;8;1;1
6;18;5;0;3;16;30;16;15;0;0;0;0;4;9;3;210;69;35;2;2;0;1;0;1;1;1;136.802;2;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;8;0;8;1;1
48;18;5;-17;3;30;30;16;15;0;0;17;0;4;9;3;210;69;35;5;3;1;0;0;5;0;0;105.5;52;8;12.26667;12.26667;0.7333333;43;;1;0;1;1;0;1;;14;3;8;0;8;1;1
16;18;5;13.9;3;30;30;16;15;0;0;16.1;1;4;9;3;210;69;35;2;3;1;0;0;2;1;;191.402;21.2;8;12.26667;12.26667;0.7333333;13.1;;1;0;1;1;0;1;;14;2;8;0;8;1;1
36;18;5;1.5;3;16;30;16;15;0;1;14.5;1;4;9;3;210;69;35;1;2;0;1;0;4;0;;155;14.5;7.5;14.53125;12.26667;0.53125;;22;;1;1;0;0;;0;1;1;8;0;8;1;1
25;18;5;0;3;30;30;16;15;1;1;;0;4;9;3;210;69;35;6;3;1;0;0;3;1;;163;;;14.53125;12.26667;;;;;0;0;;0;;;1;1;8;0;8;1;1
50;18;5;0;3;30;30;16;15;1;1;;0;4;9;3;210;69;35;3;3;1;0;0;5;0;0;105.5;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;8;0;8;1;1
2;18;5;-8.999;3;15;30;16;15;0;1;8.999;0;4;9;3;210;69;35;5;1;0;0;1;1;1;1;107.002;22.999;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;8;0;8;1;1
49;18;5;0;3;15;30;16;15;0;1;0;0;4;9;3;210;69;35;4;1;0;0;1;5;0;0;105.5;2.02;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;1;8;0;8;1;1
9;18;5;6;3;15;30;16;15;0;1;9;1;4;9;3;210;69;35;4;1;0;0;1;1;1;1;157.102;10.1;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;8;0;8;1;1
19;18;6;0;3;30;30;16;15;1;1;;0;4;9;3;210;70;35;4;3;1;0;0;2;1;;192.502;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;8;0;8;1;1
33;18;5;0;3;30;30;16;15;1;1;;0;4;9;3;210;69;35;2;3;1;0;0;4;0;;152;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;8;0;8;1;1
15;18;5;13.9;3;30;30;16;15;0;0;16.1;1;4;9;3;210;69;35;6;3;1;0;0;2;1;;177.502;16.101;8;12.26667;12.26667;0.7333333;8.001;;1;0;1;1;0;1;;14;2;8;0;8;1;1
31;18;5;1.5;3;16;30;16;15;0;1;14.5;1;4;9;3;210;69;35;2;2;0;1;0;4;0;;165.5;15.5;7.5;14.53125;12.26667;0.53125;;22;;1;1;0;0;;0;1;2;8;0;8;1;1
35;18;6;1.5;3;16;30;16;15;0;1;14.5;1;4;9;3;210;70;35;4;2;0;1;0;4;0;;153.5;16.5;7.5;14.53125;12.26667;0.53125;;22;;1;1;0;0;;0;1;2;8;0;8;1;1
23;18;5;0.5;3;15;30;16;15;0;1;14.5;1;4;9;3;210;69;35;3;1;0;0;1;3;1;;179.002;16.5;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;8;0;8;1;1
26;18;6;1;3;16;30;16;15;0;1;15;1;4;9;3;210;70;35;2;2;0;1;0;3;0;;164;20;7.5;14.53125;12.26667;0.53125;;22.5;;1;1;1;0;;1;1;2;8;0;8;1;1
45;18;5;-17;3;30;30;16;15;0;0;17;0;4;9;3;210;69;35;5;3;1;0;0;5;0;0;122.5;49;8;12.26667;12.26667;0.7333333;40;;1;0;1;1;0;1;;14;3;8;0;8;1;1
17;18;5;1.1;3;16;30;16;15;0;1;14.9;1;4;9;3;210;69;35;6;2;0;1;0;2;1;;192.502;16;7.5;14.53125;12.26667;0.53125;;22.4;;1;1;0;0;;0;1;2;8;0;8;1;1
3;18;5;14;3;30;30;16;15;0;0;16;1;4;9;3;210;69;35;5;3;1;0;0;1;1;1;121.002;16.5;8;12.26667;12.26667;0.7333333;8.5;;1;0;1;1;1;1;;14;2;8;0;8;1;1
14;18;6;-8;3;16;30;16;15;0;0;8;0;4;9;3;210;70;35;6;2;0;1;0;2;1;;163.602;25.1;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;3;8;0;8;1;1
27;18;5;0;3;16;30;16;15;0;0;0;0;4;9;3;210;69;35;6;2;0;1;0;3;0;;164;10.001;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;8;0;8;1;1
1;18;6;16.001;3;30;30;16;15;0;0;13.999;1;4;9;3;210;70;35;2;3;1;0;0;1;1;1;116.001;14.999;8;12.26667;12.26667;0.7333333;9;;1;0;1;0;1;0;;14;2;8;0;8;1;1
11;18;6;-8;3;15;30;16;15;0;1;8;0;4;9;3;210;70;35;2;1;0;0;1;2;1;;156.102;23.9;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;2;8;0;8;1;1
12;19;8;0;1;15;30;16;15;0;1;0;0;7;9;3;211;72;36;4;1;0;0;1;2;1;;130;1.5;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;1;7;0;7;1;0
7;19;8;0;1;16;30;16;15;0;0;0;0;7;9;3;211;72;36;5;2;0;1;0;1;1;1;115;17;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;7;0;7;1;0
19;19;8;-5;1;16;30;16;15;0;1;5;0;7;9;3;211;72;36;3;2;0;1;0;2;1;;140.5;21.11;7.5;14.53125;12.26667;0.53125;;12.5;;1;1;0;0;;0;1;2;7;0;7;1;0
50;19;7;0;1;30;30;16;15;1;1;;0;7;9;3;211;71;36;3;3;1;0;0;5;0;0;199.499;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;7;0;7;1;0
31;19;7;6;1;16;30;16;15;0;1;10;1;7;9;3;211;71;36;2;2;0;1;0;4;0;;185.499;13;7.5;14.53125;12.26667;0.53125;;17.5;;1;1;0;0;;0;1;2;7;0;7;1;0
48;19;8;0;1;16;30;16;15;0;0;0;0;7;9;3;211;72;36;3;2;0;1;0;5;0;0;200.499;17;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;7;0;7;1;0
24;19;8;-1;1;30;30;16;15;0;0;1;0;7;9;3;211;72;36;4;3;1;0;0;3;1;;169.499;4;8;12.26667;12.26667;0.7333333;11;;1;0;1;0;1;0;;14;2;7;0;7;1;0
47;19;7;0;1;30;30;16;15;1;1;;0;7;9;3;211;71;36;2;3;1;0;0;5;0;0;200.499;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;7;0;7;1;0
4;19;8;0;1;15;30;16;15;0;1;0;0;7;9;3;211;72;36;6;1;0;0;1;1;1;1;101;15;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;1;7;0;7;1;0
17;19;7;0;1;15;30;16;15;0;1;0;0;7;9;3;211;71;36;5;1;0;0;1;2;1;;125.5;1.5;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;1;7;0;7;1;0
8;19;8;0;1;15;30;16;15;0;0;0;0;7;9;3;211;72;36;1;1;0;0;1;1;1;1;115;18;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;7;0;7;1;0
27;19;7;20;1;30;30;16;15;0;0;10;1;7;9;3;211;71;36;4;3;1;0;0;3;0;;179.499;10;8;12.26667;12.26667;0.7333333;8;;1;0;1;0;1;0;;14;1;7;0;7;1;0
2;19;7;1;1;16;30;16;15;0;1;15;1;7;9;3;211;71;36;1;2;0;1;0;1;1;1;101;24;7.5;14.53125;12.26667;0.53125;;22.5;;1;1;1;0;;1;1;2;7;0;7;1;0
3;19;7;0;1;15;30;16;15;0;0;0;0;7;9;3;211;71;36;5;1;0;0;1;1;1;1;101;16.001;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;7;0;7;1;0
20;19;8;0;1;30;30;16;15;1;1;;0;7;9;3;211;72;36;1;3;1;0;0;2;1;;140.5;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;7;0;7;1;0
34;19;8;0;1;15;30;16;15;0;1;0;0;7;9;3;211;72;36;1;1;0;0;1;4;0;;185.499;11.01;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;1;7;0;7;1;0
16;19;7;-2.5;1;16;30;16;15;0;0;2.5;0;7;9;3;211;71;36;6;2;0;1;0;2;1;;125.5;19.1;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;7;0;7;1;0
40;19;8;0;1;30;30;16;15;1;1;;0;7;9;3;211;72;36;3;3;1;0;0;4;0;;186.499;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;7;0;7;1;0
43;19;7;0;1;15;30;16;15;0;0;0;0;7;9;3;211;71;36;2;1;0;0;1;5;0;0;186.499;17;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;7;0;7;1;0
37;19;8;0;1;16;30;16;15;0;0;0;0;7;9;3;211;72;36;3;2;0;1;0;4;0;;174.499;12;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;7;0;7;1;0
5;19;8;0;1;16;30;16;15;0;0;0;0;7;9;3;211;72;36;4;2;0;1;0;1;1;1;101;16.1;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;7;0;7;1;0
38;19;8;-2;1;16;30;16;15;0;1;2;0;7;9;3;211;72;36;2;2;0;1;0;4;0;;172.499;6;7.5;14.53125;12.26667;0.53125;;9.5;;1;1;0;0;;0;1;2;7;0;7;1;0
45;19;8;14;1;30;30;16;15;0;0;16;1;7;9;3;211;72;36;6;3;1;0;0;5;0;0;200.499;16;8;12.26667;12.26667;0.7333333;8;;1;0;1;1;1;1;;14;1;7;0;7;1;0
26;19;7;0;1;15;30;16;15;0;1;0;0;7;9;3;211;71;36;1;1;0;0;1;3;0;;159.499;3;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;1;7;0;7;1;0
15;19;8;-2;1;30;30;16;15;0;0;2;0;7;9;3;211;72;36;6;3;1;0;0;2;1;;128;4;8;12.26667;12.26667;0.7333333;10;;1;0;1;0;1;0;;14;2;7;0;7;1;0
33;19;8;0;1;15;30;16;15;0;1;0;0;7;9;3;211;72;36;2;1;0;0;1;4;0;;185.499;13;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;1;7;0;7;1;0
42;19;8;0;1;15;30;16;15;0;0;0;0;7;9;3;211;72;36;1;1;0;0;1;5;0;0;186.499;17;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;7;0;7;1;0
46;19;7;0;1;30;30;16;15;1;1;;0;7;9;3;211;71;36;3;3;1;0;0;5;0;0;200.499;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;7;0;7;1;0
18;19;7;20;1;30;30;16;15;0;0;10;1;7;9;3;211;71;36;1;3;1;0;0;2;1;;145.5;10;8;12.26667;12.26667;0.7333333;8;;1;0;1;0;1;0;;14;1;7;0;7;1;0
14;19;7;0;1;16;30;16;15;0;0;0;0;7;9;3;211;71;36;6;2;0;1;0;2;1;;130;17;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;7;0;7;1;0
25;19;8;-10;1;16;30;16;15;0;1;10;0;7;9;3;211;72;36;1;2;0;1;0;3;1;;159.499;20;7.5;14.53125;12.26667;0.53125;;17.5;;1;1;0;0;;0;1;2;7;0;7;1;0
36;19;8;0;1;15;30;16;15;0;1;0;0;7;9;3;211;72;36;4;1;0;0;1;4;0;;174.499;1.5;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;1;7;0;7;1;0
28;19;8;0;1;16;30;16;15;0;0;0;0;7;9;3;211;72;36;3;2;0;1;0;3;0;;179.499;19.111;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;7;0;7;1;0
30;19;7;0;1;16;30;16;15;0;0;0;0;7;9;3;211;71;36;6;2;0;1;0;3;0;;179.499;18.5;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;7;0;7;1;0
21;19;8;0;1;16;30;16;15;0;0;0;0;7;9;3;211;72;36;2;2;0;1;0;3;1;;140.5;17;4.266667;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;7;0;7;1;0
29;19;8;0;1;15;30;16;15;0;0;0;0;7;9;3;211;72;36;1;1;0;0;1;3;0;;179.499;20;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;7;0;7;1;0
10;19;8;0;1;30;30;16;15;1;1;;0;7;9;3;211;72;36;6;3;1;0;0;1;1;1;130;;;14.53125;12.26667;;;;;0;0;;0;;;1;2;7;0;7;1;0
6;19;7;14;1;30;30;16;15;0;0;16;1;7;9;3;211;71;36;3;3;1;0;0;1;1;1;115;16;8;12.26667;12.26667;0.7333333;8;;1;0;1;1;1;1;;14;1;7;0;7;1;0
49;19;7;-1;1;16;30;16;15;0;1;1;0;7;9;3;211;71;36;4;2;0;1;0;5;0;0;199.499;3;7.5;14.53125;12.26667;0.53125;;8.5;;1;1;0;0;;0;1;2;7;0;7;1;0
35;19;7;-11;1;16;30;16;15;0;1;11;0;7;9;3;211;71;36;5;2;0;1;0;4;0;;174.499;22.1;7.5;14.53125;12.26667;0.53125;;18.5;;1;1;0;0;;0;1;2;7;0;7;1;0
44;19;7;0;1;15;30;16;15;0;1;0;0;7;9;3;211;71;36;6;1;0;0;1;5;0;0;186.499;12;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;1;7;0;7;1;0
32;19;8;0;1;15;30;16;15;0;1;0;0;7;9;3;211;72;36;5;1;0;0;1;4;0;;185.499;12;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;1;7;0;7;1;0
9;19;8;15;1;16;30;16;15;0;1;1;1;7;9;3;211;72;36;2;2;0;1;0;1;1;1;130;1;7.5;14.53125;12.26667;0.53125;;8.5;;1;1;0;0;;0;1;1;7;0;7;1;0
22;19;7;29.999;1;30;30;16;15;0;0;0.001;1;7;9;3;211;71;36;4;3;1;0;0;3;1;;170.499;0.001;8;12.26667;12.26667;0.7333333;8;;1;0;1;0;1;0;;14;1;7;0;7;1;0
41;19;7;0;1;15;30;16;15;0;1;0;0;7;9;3;211;71;36;6;1;0;0;1;5;0;0;186.499;12.5;7.03125;14.53125;12.26667;;;;;0;0;0;0;;;1;1;7;0;7;1;0
1;19;8;0;1;15;30;16;15;0;0;0;0;7;9;3;211;72;36;1;1;0;0;1;1;1;1;100;23.002;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;2;7;0;7;1;0
39;19;8;14;1;30;30;16;15;0;0;16;1;7;9;3;211;72;36;6;3;1;0;0;4;0;;186.499;16;8;12.26667;12.26667;0.7333333;8;;1;0;1;1;1;1;;14;1;7;0;7;1;0
13;19;8;0;1;15;30;16;15;0;0;0;0;7;9;3;211;72;36;1;1;0;0;1;2;1;;130;17;0;12.26667;12.26667;;;;0;0;0;0;0;;;14;1;7;0;7;1;0
11;19;8;0;1;30;30;16;15;1;1;;0;7;9;3;211;72;36;1;3;1;0;0;2;1;;130;;;14.53125;12.26667;;;;;0;0;;0;;;1;1;7;0;7;1;0
