---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;storage;display;value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
variable;name;type;format;label;variable;label;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;5;3;Third Party;0;0;0;;;;;;30;30;2;;;;;;;;;;;;;;;;0;;15;Observation;341;0;0;0;16
10;4;4;Third Party;0;0;0;;;;;;30;30;2;;;;;;;;;;;;;;;;0;;15;Observation;340;0;0;0;16
10;16;4;Trustee;0;0;0;;;;;;30;3;1;;;;;;;;;;;;;;;;0;;15;Observation;352;0;0;0;8
10;15;4;Investor;0;0;0;;;;;;9;30;2;;;;;;;;;;;;;;;;0;;15;Observation;351;0;0;0;8
10;18;5;Third Party;8;0;10;;;;;;30;30;2;;;;;;;;;;;;;;;;0;;15;Observation;354;0;0.4166667;0.4166667;16
10;17;5;Trustee;8;0;10;;;;;;30;13;5;;;;;;;;;;;;;;;;0;;15;Observation;353;0;0;0.4166667;22
10;1;5;Investor;8;16;10;;;;;;5;30;8;;;;;;;;;;;;;;;;0;;15;Observation;337;0;0;0.4166667;10
10;14;6;Investor;8;0;12;;;;;;5;30;4;;;;;;;;;;;;;;;;0;;15;Observation;350;0;0;0.5;12
10;9;6;Trustee;8;0;12;;;;;;30;20;4;;;;;;;;;;;;;;;;0;;15;Observation;345;0;0;0.5;20
10;12;6;Third Party;8;0;12;;;;;;30;30;2;;;;;;;;;;;;;;;;0;;15;Observation;348;0;0.5;0.5;16
1;1;1;Investor;4;2;8;;;;;;14;30;8;;;;;;;;;;;;;;;;0;;16;Observation;361;0;;0.6666667;12
1;10;1;Third Party;4;0;8;;;;;;30;30;11;;;;;;;;;;;;;;;;0;;16;Observation;370;0;;0.6666667;16
1;6;1;Trustee;4;0;8;;;;;;30;22;5;;;;;;;;;;;;;;;;0;;16;Observation;366;0;;0.6666667;12
1;16;2;Trustee;2;0;4;;;;;;30;20;30;;;;;;;;;;;;;;;;0;;16;Observation;376;0;;0.6666667;10
1;13;2;Investor;2;2;4;;;;;;20;30;9;;;;;;;;;;;;;;;;0;;16;Observation;373;0;;0.6666667;10
1;8;2;Third Party;2;0;4;;;;;;30;30;11;;;;;;;;;;;;;;;;0;;16;Observation;368;0;;0.6666667;16
1;9;3;Investor;4;6;0;;;;;;9;30;5;;;;;;;;;;;;;;;;0;;16;Observation;369;0;;0;4
1;5;3;Trustee;4;0;0;;;;;;30;15;10;;;;;;;;;;;;;;;;0;;16;Observation;365;0;;0;20
1;7;3;Third Party;4;0;0;;;;;;30;30;30;;;;;;;;;;;;;;;;0;;16;Observation;367;0;;0;16
1;12;4;Third Party;8;0;16;;;;;;30;30;10;;;;;;;;;;;;;;;;0;;16;Observation;372;0;;0.6666667;16
1;4;4;Investor;8;10;16;;;;;;26;30;19;;;;;;;;;;;;;;;;0;;16;Observation;364;0;;0.6666667;16
1;15;4;Trustee;8;0;16;;;;;;30;17;5;;;;;;;;;;;;;;;;0;;16;Observation;375;0;;0.6666667;16
1;3;5;Investor;5;5;0;;;;;;15;30;6;;;;;;;;;;;;;;;;0;;16;Observation;363;0;;0;3
1;14;5;Trustee;5;0;0;;;;;;30;9;6;;;;;;;;;;;;;;;;0;;16;Observation;374;0;;0;23
1;17;5;Third Party;5;0;0;;;;;;30;30;9;;;;;;;;;;;;;;;;0;;16;Observation;377;0;;0;16
1;2;6;Third Party;3;0;2;;;;;;30;30;11;;;;;;;;;;;;;;;;0;;16;Observation;362;0;;0.2222222;16
1;18;6;Investor;3;4;2;;;;;;21;30;10;;;;;;;;;;;;;;;;0;;16;Observation;378;0;;0.2222222;7
1;11;6;Trustee;3;0;2;;;;;;30;17;5;;;;;;;;;;;;;;;;0;;16;Observation;371;0;;0.2222222;15
2;17;1;Third Party;8;0;10;;;;;;30;30;8;;;;;;;;;;;;;;;;0;;16;Observation;377;0;0.4166667;0.4166667;16
2;11;1;Trustee;8;0;10;;;;;;30;23;2;;;;;;;;;;;;;;;;0;;16;Observation;371;0;0;0.4166667;22
2;4;1;Investor;8;10;10;;;;;;11;30;5;;;;;;;;;;;;;;;;0;;16;Observation;364;0;0;0.4166667;10
2;5;2;Trustee;3;0;0;;;;;;30;7;3;;;;;;;;;;;;;;;;0;;16;Observation;365;0;0;0;17
2;18;2;Investor;3;4;0;;;;;;20;30;11;;;;;;;;;;;;;;;;0;;16;Observation;378;0;0;0;5
2;12;2;Third Party;3;0;0;;;;;;30;30;9;;;;;;;;;;;;;;;;0;;16;Observation;372;0;0;0;16
2;15;3;Trustee;5;0;7;;;;;;30;16;3;;;;;;;;;;;;;;;;0;;16;Observation;375;0;0;0.4666667;16
2;2;3;Third Party;5;0;7;;;;;;30;30;3;;;;;;;;;;;;;;;;0;;16;Observation;362;0;0.4666667;0.4666667;16
2;13;3;Investor;5;8;7;;;;;;15;30;7;;;;;;;;;;;;;;;;0;;16;Observation;373;0;0;0.4666667;10
2;8;4;Third Party;4;0;0;;;;;;30;30;7;;;;;;;;;;;;;;;;0;;16;Observation;368;0;0;0;16
2;3;4;Investor;4;5;0;;;;;;12;30;9;;;;;;;;;;;;;;;;0;;16;Observation;363;0;0;0;4
2;14;4;Trustee;4;0;0;;;;;;30;6;3;;;;;;;;;;;;;;;;0;;16;Observation;374;0;0;0;20
2;9;5;Investor;4;4;6;;;;;;13;30;7;;;;;;;;;;;;;;;;0;;16;Observation;369;0;0;0.5;10
2;6;5;Trustee;4;0;6;;;;;;30;5;2;;;;;;;;;;;;;;;;0;;16;Observation;366;0;0;0.5;14
2;10;5;Third Party;4;0;6;;;;;;30;30;13;;;;;;;;;;;;;;;;0;;16;Observation;370;0;0.5;0.5;16
2;7;6;Third Party;8;0;16;;;;;;30;30;30;;;;;;;;;;;;;;;;0;;16;Observation;367;0;0.6666666;0.6666667;16
2;1;6;Investor;8;8;16;;;;;;25;30;8;;;;;;;;;;;;;;;;0;;16;Observation;361;0;0;0.6666667;16
2;16;6;Trustee;8;0;16;;;;;;30;14;25;;;;;;;;;;;;;;;;0;;16;Observation;376;0;0;0.6666667;16
3;4;1;Investor;8;11;16;;;;;;16;30;8;;;;;;;;;;;;;;;;0;;16;Observation;364;0;0;0.6666667;16
3;17;1;Third Party;8;0;16;;;;;;30;30;2;;;;;;;;;;;;;;;;0;;16;Observation;377;0;0.6666666;0.6666667;16
3;16;1;Trustee;8;0;16;;;;;;30;5;2;;;;;;;;;;;;;;;;0;;16;Observation;376;0;0;0.6666667;16
3;6;2;Trustee;7;0;12;;;;;;30;15;3;;;;;;;;;;;;;;;;0;;16;Observation;366;0;0;0.5714286;17
3;8;2;Third Party;7;0;12;;;;;;30;30;3;;;;;;;;;;;;;;;;0;;16;Observation;368;0;0.5714285;0.5714286;16
3;13;2;Investor;7;12;12;;;;;;25;30;8;;;;;;;;;;;;;;;;0;;16;Observation;373;0;0;0.5714286;13
3;18;3;Investor;0;0;0;;;;;;14;30;4;;;;;;;;;;;;;;;;0;;16;Observation;378;0;0;0;8
3;15;3;Trustee;0;0;0;;;;;;30;24;1;;;;;;;;;;;;;;;;0;;16;Observation;375;0;0;0;8
3;12;3;Third Party;0;0;0;;;;;;30;30;3;;;;;;;;;;;;;;;;0;;16;Observation;372;0;0;0;16
3;11;4;Trustee;8;0;10;;;;;;30;6;3;;;;;;;;;;;;;;;;0;;16;Observation;371;0;0;0.4166667;22
3;1;4;Investor;8;16;10;;;;;;23;30;5;;;;;;;;;;;;;;;;0;;16;Observation;361;0;0;0.4166667;10
3;10;4;Third Party;8;0;10;;;;;;30;30;8;;;;;;;;;;;;;;;;0;;16;Observation;370;0;0.4166667;0.4166667;16
3;9;5;Investor;8;8;0;;;;;;3;30;3;;;;;;;;;;;;;;;;0;;16;Observation;369;0;0;0;0
3;7;5;Third Party;8;0;0;;;;;;30;30;30;;;;;;;;;;;;;;;;0;;16;Observation;367;0;0;0;16
3;14;5;Trustee;8;0;0;;;;;;30;7;3;;;;;;;;;;;;;;;;0;;16;Observation;374;0;0;0;32
3;3;6;Investor;0;0;0;;;;;;5;30;2;;;;;;;;;;;;;;;;0;;16;Observation;363;0;0;0;8
3;2;6;Third Party;0;0;0;;;;;;30;30;7;;;;;;;;;;;;;;;;0;;16;Observation;362;0;0;0;16
3;5;6;Trustee;0;0;0;;;;;;30;4;2;;;;;;;;;;;;;;;;0;;16;Observation;365;0;0;0;8
4;6;1;Trustee;8;0;12;;;;;;30;9;2;;;;;;;;;;;;;;;;0;;16;Observation;366;0;0;0.5;20
4;4;1;Investor;8;12;12;;;;;;18;30;6;;;;;;;;;;;;;;;;0;;16;Observation;364;0;0;0.5;12
4;12;1;Third Party;8;0;12;;;;;;30;30;3;;;;;;;;;;;;;;;;0;;16;Observation;372;0;0.5;0.5;16
4;18;2;Investor;8;11;10;;;;;;23;30;9;;;;;;;;;;;;;;;;0;;16;Observation;378;0;0;0.4166667;10
4;11;2;Trustee;8;0;10;;;;;;30;5;1;;;;;;;;;;;;;;;;0;;16;Observation;371;0;0;0.4166667;22
4;7;2;Third Party;8;0;10;;;;;;30;30;30;;;;;;;;;;;;;;;;0;;16;Observation;367;0;0.4166667;0.4166667;16
4;1;3;Investor;6;10;0;;;;;;7;30;3;;;;;;;;;;;;;;;;0;;16;Observation;361;0;0;0;2
4;5;3;Trustee;6;0;0;;;;;;30;8;1;;;;;;;;;;;;;;;;0;;16;Observation;365;0;0;0;26
4;2;3;Third Party;6;0;0;;;;;;30;30;3;;;;;;;;;;;;;;;;0;;16;Observation;362;0;0;0;16
4;8;4;Third Party;0;0;0;;;;;;30;30;17;;;;;;;;;;;;;;;;0;;16;Observation;368;0;0;0;16
4;9;4;Investor;0;0;0;;;;;;3;30;1;;;;;;;;;;;;;;;;0;;16;Observation;369;0;0;0;8
4;16;4;Trustee;0;0;0;;;;;;30;7;3;;;;;;;;;;;;;;;;0;;16;Observation;376;0;0;0;8
4;3;5;Investor;0;0;0;;;;;;3;30;2;;;;;;;;;;;;;;;;0;;16;Observation;363;0;0;0;8
4;17;5;Third Party;0;0;0;;;;;;30;30;1;;;;;;;;;;;;;;;;0;;16;Observation;377;0;0;0;16
4;14;5;Trustee;0;0;0;;;;;;30;7;2;;;;;;;;;;;;;;;;0;;16;Observation;374;0;0;0;8
4;15;6;Trustee;5;0;9;;;;;;30;28;4;;;;;;;;;;;;;;;;0;;16;Observation;375;0;0;0.6;14
4;13;6;Investor;5;8;9;;;;;;9;30;3;;;;;;;;;;;;;;;;0;;16;Observation;373;0;0;0.6;12
4;10;6;Third Party;5;0;9;;;;;;30;30;3;;;;;;;;;;;;;;;;0;;16;Observation;370;0;0.6;0.6;16
5;12;1;Third Party;4;0;0;;;;;;30;30;3;;;;;;;;;;;;;;;;0;;16;Observation;372;0;0;0;16
5;5;1;Trustee;4;0;0;;;;;;30;4;2;;;;;;;;;;;;;;;;0;;16;Observation;365;0;0;0;20
5;1;1;Investor;4;8;0;;;;;;8;30;1;;;;;;;;;;;;;;;;0;;16;Observation;361;0;0;0;4
5;3;2;Investor;3;0;0;;;;;;7;30;3;;;;;;;;;;;;;;;;0;;16;Observation;363;0;0;0;5
5;11;2;Trustee;3;0;0;;;;;;30;7;3;;;;;;;;;;;;;;;;0;;16;Observation;371;0;0;0;17
5;2;2;Third Party;3;0;0;;;;;;30;30;3;;;;;;;;;;;;;;;;0;;16;Observation;362;0;0;0;16
5;15;3;Trustee;2;0;0;;;;;;30;14;0;;;;;;;;;;;;;;;;0;;16;Observation;375;0;0;0;14
5;10;3;Third Party;2;0;0;;;;;;30;30;7;;;;;;;;;;;;;;;;0;;16;Observation;370;0;0;0;16
5;9;3;Investor;2;2;0;;;;;;3;30;6;;;;;;;;;;;;;;;;0;;16;Observation;369;0;0;0;6
5;14;4;Trustee;8;0;0;;;;;;30;6;1;;;;;;;;;;;;;;;;0;;16;Observation;374;0;0;0;32
5;8;4;Third Party;8;0;0;;;;;;30;30;3;;;;;;;;;;;;;;;;0;;16;Observation;368;0;0;0;16
5;4;4;Investor;8;12;0;;;;;;9;30;13;;;;;;;;;;;;;;;;0;;16;Observation;364;0;0;0;0
5;16;5;Trustee;7;0;10;;;;;;30;15;4;;;;;;;;;;;;;;;;0;;16;Observation;376;0;0;0.4761905;19
5;7;5;Third Party;7;0;10;;;;;;30;30;30;;;;;;;;;;;;;;;;0;;16;Observation;367;0;0.4761905;0.4761905;16
5;13;5;Investor;7;11;10;;;;;;35;30;4;;;;;;;;;;;;;;;;0;;16;Observation;373;0;0;0.4761905;11
5;17;6;Third Party;8;0;16;;;;;;30;30;30;;;;;;;;;;;;;;;;0;;16;Observation;377;0;0.6666666;0.6666667;16
5;6;6;Trustee;8;0;16;;;;;;30;13;1;;;;;;;;;;;;;;;;0;;16;Observation;366;0;0;0.6666667;16
5;18;6;Investor;8;11;16;;;;;;6;30;14;;;;;;;;;;;;;;;;0;;16;Observation;378;0;0;0.6666667;16
6;2;1;Third Party;8;0;0;;;;;;30;30;5;;;;;;;;;;;;;;;;0;;16;Observation;362;0;0;0;16
6;5;1;Trustee;8;0;0;;;;;;30;4;0;;;;;;;;;;;;;;;;0;;16;Observation;365;0;0;0;32
6;4;1;Investor;8;12;0;;;;;;8;30;10;;;;;;;;;;;;;;;;0;;16;Observation;364;0;0;0;0
6;6;2;Trustee;0;0;0;;;;;;30;3;2;;;;;;;;;;;;;;;;0;;16;Observation;366;0;0;0;8
6;12;2;Third Party;0;0;0;;;;;;30;30;3;;;;;;;;;;;;;;;;0;;16;Observation;372;0;0;0;16
6;1;2;Investor;0;0;0;;;;;;4;30;2;;;;;;;;;;;;;;;;0;;16;Observation;361;0;0;0;8
6;9;3;Investor;3;0;4;;;;;;5;30;5;;;;;;;;;;;;;;;;0;;16;Observation;369;0;0;0.4444444;9
6;7;3;Third Party;3;0;4;;;;;;30;30;30;;;;;;;;;;;;;;;;0;;16;Observation;367;0;0.4444444;0.4444444;16
6;16;3;Trustee;3;0;4;;;;;;30;16;1;;;;;;;;;;;;;;;;0;;16;Observation;376;0;0;0.4444444;13
6;11;4;Trustee;0;0;0;;;;;;30;7;0;;;;;;;;;;;;;;;;0;;16;Observation;371;0;0;0;8
6;17;4;Third Party;0;0;0;;;;;;30;30;1;;;;;;;;;;;;;;;;0;;16;Observation;377;0;0;0;16
6;3;4;Investor;0;0;0;;;;;;6;30;1;;;;;;;;;;;;;;;;0;;16;Observation;363;0;0;0;8
6;8;5;Third Party;7;0;0;;;;;;30;30;2;;;;;;;;;;;;;;;;0;;16;Observation;368;0;0;0;16
6;13;5;Investor;7;11;0;;;;;;17;30;6;;;;;;;;;;;;;;;;0;;16;Observation;373;0;0;0;1
6;14;5;Trustee;7;0;0;;;;;;30;9;1;;;;;;;;;;;;;;;;0;;16;Observation;374;0;0;0;29
6;18;6;Investor;8;12;16;;;;;;8;30;8;;;;;;;;;;;;;;;;0;;16;Observation;378;0;0;0.6666667;16
6;15;6;Trustee;8;0;16;;;;;;30;10;2;;;;;;;;;;;;;;;;0;;16;Observation;375;0;0;0.6666667;16
6;10;6;Third Party;8;0;16;;;;;;30;30;4;;;;;;;;;;;;;;;;0;;16;Observation;370;0;0.6666666;0.6666667;16
7;1;1;Investor;4;8;0;;;;;;5;30;2;;;;;;;;;;;;;;;;0;;16;Observation;361;0;0;0;4
7;12;1;Third Party;4;0;0;;;;;;30;30;2;;;;;;;;;;;;;;;;0;;16;Observation;372;0;0;0;16
7;11;1;Trustee;4;0;0;;;;;;30;11;3;;;;;;;;;;;;;;;;0;;16;Observation;371;0;0;0;20
7;5;2;Trustee;8;0;0;;;;;;30;4;6;;;;;;;;;;;;;;;;0;;16;Observation;365;0;0;0;32
7;17;2;Third Party;8;0;0;;;;;;30;30;1;;;;;;;;;;;;;;;;0;;16;Observation;377;0;0;0;16
7;4;2;Investor;8;12;0;;;;;;25;30;2;;;;;;;;;;;;;;;;0;;16;Observation;364;0;0;0;0
7;3;3;Investor;8;0;0;;;;;;16;30;3;;;;;;;;;;;;;;;;0;;16;Observation;363;0;0;0;0
7;8;3;Third Party;8;0;0;;;;;;30;30;2;;;;;;;;;;;;;;;;0;;16;Observation;368;0;0;0;16
7;14;3;Trustee;8;0;0;;;;;;30;5;1;;;;;;;;;;;;;;;;0;;16;Observation;374;0;0;0;32
7;6;4;Trustee;7;0;9;;;;;;30;9;3;;;;;;;;;;;;;;;;0;;16;Observation;366;0;0;0.4285714;20
7;13;4;Investor;7;10;9;;;;;;9;30;2;;;;;;;;;;;;;;;;0;;16;Observation;373;0;0;0.4285714;10
7;10;4;Third Party;7;0;9;;;;;;30;30;4;;;;;;;;;;;;;;;;0;;16;Observation;370;0;0.4285714;0.4285714;16
7;7;5;Third Party;8;0;16;;;;;;30;30;30;;;;;;;;;;;;;;;;0;;16;Observation;367;0;0.6666666;0.6666667;16
7;18;5;Investor;8;14;16;;;;;;14;30;4;;;;;;;;;;;;;;;;0;;16;Observation;378;0;0;0.6666667;16
7;15;5;Trustee;8;0;16;;;;;;30;3;0;;;;;;;;;;;;;;;;0;;16;Observation;375;0;0;0.6666667;16
7;16;6;Trustee;4;0;6;;;;;;30;9;2;;;;;;;;;;;;;;;;0;;16;Observation;376;0;0;0.5;14
7;9;6;Investor;4;2;6;;;;;;12;30;13;;;;;;;;;;;;;;;;0;;16;Observation;369;0;0;0.5;10
7;2;6;Third Party;4;0;6;;;;;;30;30;10;;;;;;;;;;;;;;;;0;;16;Observation;362;0;0.5;0.5;16
8;6;1;Trustee;8;0;14;;;;;;30;13;2;;;;;;;;;;;;;;;;0;;16;Observation;366;0;0;0.5833333;18
8;18;1;Investor;8;16;14;;;;;;14;30;6;;;;;;;;;;;;;;;;0;;16;Observation;378;0;0;0.5833333;14
8;2;1;Third Party;8;0;14;;;;;;30;30;13;;;;;;;;;;;;;;;;0;;16;Observation;362;0;0.5833333;0.5833333;16
8;15;2;Trustee;7;0;14;;;;;;30;22;1;;;;;;;;;;;;;;;;0;;16;Observation;375;0;0;0.6666667;15
8;13;2;Investor;7;10;14;;;;;;9;30;5;;;;;;;;;;;;;;;;0;;16;Observation;373;0;0;0.6666667;15
8;10;2;Third Party;7;0;14;;;;;;30;30;2;;;;;;;;;;;;;;;;0;;16;Observation;370;0;0.6666666;0.6666667;16
8;1;3;Investor;0;0;0;;;;;;6;30;1;;;;;;;;;;;;;;;;0;;16;Observation;361;0;0;0;8
8;14;3;Trustee;0;0;0;;;;;;30;7;7;;;;;;;;;;;;;;;;0;;16;Observation;374;0;0;0;8
8;17;3;Third Party;0;0;0;;;;;;30;30;1;;;;;;;;;;;;;;;;0;;16;Observation;377;0;0;0;16
8;4;4;Investor;0;0;0;;;;;;5;30;23;;;;;;;;;;;;;;;;0;;16;Observation;364;0;0;0;8
8;5;4;Trustee;0;0;0;;;;;;30;3;2;;;;;;;;;;;;;;;;0;;16;Observation;365;0;0;0;8
8;12;4;Third Party;0;0;0;;;;;;30;30;2;;;;;;;;;;;;;;;;0;;16;Observation;372;0;0;0;16
8;7;5;Third Party;7;0;12;;;;;;30;30;30;;;;;;;;;;;;;;;;0;;16;Observation;367;0;0.5714285;0.5714286;16
8;9;5;Investor;7;5;12;;;;;;9;30;25;;;;;;;;;;;;;;;;0;;16;Observation;369;0;0;0.5714286;13
8;16;5;Trustee;7;0;12;;;;;;30;26;1;;;;;;;;;;;;;;;;0;;16;Observation;376;0;0;0.5714286;17
8;3;6;Investor;0;0;0;;;;;;1;30;1;;;;;;;;;;;;;;;;0;;16;Observation;363;0;0;0;8
8;11;6;Trustee;0;0;0;;;;;;30;7;2;;;;;;;;;;;;;;;;0;;16;Observation;371;0;0;0;8
8;8;6;Third Party;0;0;0;;;;;;30;30;6;;;;;;;;;;;;;;;;0;;16;Observation;368;0;0;0;16
9;14;1;Trustee;0;0;0;;;;;;30;5;1;;;;;;;;;;;;;;;;0;;16;Observation;374;0;0;0;8
9;3;1;Investor;0;0;0;;;;;;2;30;0;;;;;;;;;;;;;;;;0;;16;Observation;363;0;0;0;8
9;8;1;Third Party;0;0;0;;;;;;30;30;10;;;;;;;;;;;;;;;;0;;16;Observation;368;0;0;0;16
9;15;2;Trustee;7;0;13;;;;;;30;3;1;;;;;;;;;;;;;;;;0;;16;Observation;375;0;0;0.6190476;16
9;13;2;Investor;7;10;13;;;;;;9;30;3;;;;;;;;;;;;;;;;0;;16;Observation;373;0;0;0.6190476;14
9;10;2;Third Party;7;0;13;;;;;;30;30;3;;;;;;;;;;;;;;;;0;;16;Observation;370;0;0.6190476;0.6190476;16
9;4;3;Investor;0;0;0;;;;;;6;30;1;;;;;;;;;;;;;;;;0;;16;Observation;364;0;0;0;8
9;11;3;Trustee;0;0;0;;;;;;30;4;1;;;;;;;;;;;;;;;;0;;16;Observation;371;0;0;0;8
9;2;3;Third Party;0;0;0;;;;;;30;30;10;;;;;;;;;;;;;;;;0;;16;Observation;362;0;0;0;16
9;1;4;Investor;6;4;0;;;;;;6;30;3;;;;;;;;;;;;;;;;0;;16;Observation;361;0;0;0;2
9;5;4;Trustee;6;0;0;;;;;;30;3;1;;;;;;;;;;;;;;;;0;;16;Observation;365;0;0;0;26
9;7;4;Third Party;6;0;0;;;;;;30;30;30;;;;;;;;;;;;;;;;0;;16;Observation;367;0;0;0;16
9;16;5;Trustee;8;0;0;;;;;;30;10;3;;;;;;;;;;;;;;;;0;;16;Observation;376;0;0;0;32
9;18;5;Investor;8;16;0;;;;;;8;30;7;;;;;;;;;;;;;;;;0;;16;Observation;378;0;0;0;0
9;12;5;Third Party;8;0;0;;;;;;30;30;1;;;;;;;;;;;;;;;;0;;16;Observation;372;0;0;0;16
9;6;6;Trustee;6;0;9;;;;;;30;11;1;;;;;;;;;;;;;;;;0;;16;Observation;366;0;0;0.5;17
9;17;6;Third Party;6;0;9;;;;;;30;30;1;;;;;;;;;;;;;;;;0;;16;Observation;377;0;0.5;0.5;16
9;9;6;Investor;6;6;9;;;;;;9;30;12;;;;;;;;;;;;;;;;0;;16;Observation;369;0;0;0.5;11
10;6;1;Trustee;0;0;0;;;;;;30;3;1;;;;;;;;;;;;;;;;0;;16;Observation;366;0;0;0;8
10;1;1;Investor;0;0;0;;;;;;5;30;3;;;;;;;;;;;;;;;;0;;16;Observation;361;0;0;0;8
10;7;1;Third Party;0;0;0;;;;;;30;30;30;;;;;;;;;;;;;;;;0;;16;Observation;367;0;0;0;16
10;8;2;Third Party;0;0;0;;;;;;30;30;8;;;;;;;;;;;;;;;;0;;16;Observation;368;0;0;0;16
10;15;2;Trustee;0;0;0;;;;;;30;13;0;;;;;;;;;;;;;;;;0;;16;Observation;375;0;0;0;8
10;18;2;Investor;0;0;0;;;;;;14;30;8;;;;;;;;;;;;;;;;0;;16;Observation;378;0;0;0;8
10;4;3;Investor;3;0;5;;;;;;51;30;9;;;;;;;;;;;;;;;;0;;16;Observation;364;0;0;0.5555556;10
10;16;3;Trustee;3;0;5;;;;;;30;9;2;;;;;;;;;;;;;;;;0;;16;Observation;376;0;0;0.5555556;12
10;17;3;Third Party;3;0;5;;;;;;30;30;1;;;;;;;;;;;;;;;;0;;16;Observation;377;0;0.5555556;0.5555556;16
10;12;4;Third Party;8;0;0;;;;;;30;30;2;;;;;;;;;;;;;;;;0;;16;Observation;372;0;0;0;16
10;5;4;Trustee;8;0;0;;;;;;30;3;1;;;;;;;;;;;;;;;;0;;16;Observation;365;0;0;0;32
10;9;4;Investor;8;0;0;;;;;;3;30;2;;;;;;;;;;;;;;;;0;;16;Observation;369;0;0;0;0
10;13;5;Investor;8;14;0;;;;;;12;30;6;;;;;;;;;;;;;;;;0;;16;Observation;373;0;0;0;0
10;11;5;Trustee;8;0;0;;;;;;30;7;1;;;;;;;;;;;;;;;;0;;16;Observation;371;0;0;0;32
10;10;5;Third Party;8;0;0;;;;;;30;30;4;;;;;;;;;;;;;;;;0;;16;Observation;370;0;0;0;16
10;2;6;Third Party;0;0;0;;;;;;30;30;1;;;;;;;;;;;;;;;;0;;16;Observation;362;0;0;0;16
10;14;6;Trustee;0;0;0;;;;;;30;4;2;;;;;;;;;;;;;;;;0;;16;Observation;374;0;0;0;8
10;3;6;Investor;0;0;0;;;;;;1;30;1;;;;;;;;;;;;;;;;0;;16;Observation;363;0;0;0;8
1;5;1;Trustee;8;0;16;;;;;;30;32;7;;;;;;;;;;;;;;;;0;;17;Observation;389;0;;0.6666667;16
1;18;1;Investor;8;16;16;;;;;;14;30;11;;;;;;;;;;;;;;;;0;;17;Observation;402;0;;0.6666667;16
1;4;1;Third Party;8;0;16;;;;;;30;30;24;;;;;;;;;;;;;;;;0;;17;Observation;388;0;;0.6666667;16
1;16;2;Third Party;6;0;7;;;;;;30;30;18;;;;;;;;;;;;;;;;0;;17;Observation;400;0;;0.3888889;16
1;3;2;Trustee;6;0;7;;;;;;30;34;3;;;;;;;;;;;;;;;;0;;17;Observation;387;0;;0.3888889;19
1;12;2;Investor;6;12;7;;;;;;14;30;7;;;;;;;;;;;;;;;;0;;17;Observation;396;0;;0.3888889;9
1;9;3;Investor;8;16;16;;;;;;11;30;6;;;;;;;;;;;;;;;;0;;17;Observation;393;0;;0.6666667;16
1;13;3;Third Party;8;0;16;;;;;;30;30;30;;;;;;;;;;;;;;;;0;;17;Observation;397;0;;0.6666667;16
1;7;3;Trustee;8;0;16;;;;;;30;5;6;;;;;;;;;;;;;;;;0;;17;Observation;391;0;;0.6666667;16
1;1;4;Investor;1;1;1;;;;;;12;30;6;;;;;;;;;;;;;;;;0;;17;Observation;385;0;;0.3333333;8
1;17;4;Trustee;1;0;1;;;;;;30;26;8;;;;;;;;;;;;;;;;0;;17;Observation;401;0;;0.3333333;10
1;8;4;Third Party;1;0;1;;;;;;30;30;20;;;;;;;;;;;;;;;;0;;17;Observation;392;0;;0.3333333;16
1;11;5;Trustee;2;0;0;;;;;;30;14;8;;;;;;;;;;;;;;;;0;;17;Observation;395;0;;0;14
1;15;5;Investor;2;2;0;;;;;;5;30;11;;;;;;;;;;;;;;;;0;;17;Observation;399;0;;0;6
1;6;5;Third Party;2;0;0;;;;;;30;30;14;;;;;;;;;;;;;;;;0;;17;Observation;390;0;;0;16
1;14;6;Third Party;8;0;16;;;;;;30;30;19;;;;;;;;;;;;;;;;0;;17;Observation;398;0;;0.6666667;16
1;2;6;Investor;8;16;16;;;;;;12;30;4;;;;;;;;;;;;;;;;0;;17;Observation;386;0;;0.6666667;16
1;10;6;Trustee;8;0;16;;;;;;30;15;4;;;;;;;;;;;;;;;;0;;17;Observation;394;0;;0.6666667;16
2;14;1;Third Party;8;0;0;;;;;;30;30;7;;;;;;;;;;;;;;;;0;;17;Observation;398;0;0;0;16
2;11;1;Trustee;8;0;0;;;;;;30;15;9;;;;;;;;;;;;;;;;0;;17;Observation;395;0;0;0;32
2;9;1;Investor;8;16;0;;;;;;9;30;4;;;;;;;;;;;;;;;;0;;17;Observation;393;0;0;0;0
2;7;2;Trustee;2;0;4;;;;;;30;25;3;;;;;;;;;;;;;;;;0;;17;Observation;391;0;0;0.6666667;10
2;4;2;Third Party;2;0;4;;;;;;30;30;3;;;;;;;;;;;;;;;;0;;17;Observation;388;0;0.6666666;0.6666667;16
2;1;2;Investor;2;1;4;;;;;;16;30;6;;;;;;;;;;;;;;;;0;;17;Observation;385;0;0;0.6666667;10
2;12;3;Investor;6;12;9;;;;;;8;30;4;;;;;;;;;;;;;;;;0;;17;Observation;396;0;0;0.5;11
2;10;3;Trustee;6;0;9;;;;;;30;32;1;;;;;;;;;;;;;;;;0;;17;Observation;394;0;0;0.5;17
